event_id,timestamp,user_id,username,src_ip,dest_ip,country,event_type,status,severity,device_type,bytes_in,bytes_out,login_method,is_internal_ip
1978,2025-01-18 08:46:07,266,user329,114.157.194.168,10.62.234.116,BR,vpn_login,success,Low,mobile,2935,0,password,False
1979,2025-01-09 16:51:59,242,user47,37.68.34.34,10.90.80.73,AU,login_failure,failed,Low,laptop,0,10604,password,False
1980,2025-01-20 15:06:27,27,user61,94.176.78.18,10.245.0.122,IN,malware_alert,blocked,High,mobile,16087,4636,sso,False
1981,2025-01-16 05:32:31,137,user328,77.16.71.232,10.134.243.93,US,file_access,success,Medium,mobile,1943,5723,password,False
1982,2025-01-01 12:58:17,334,user486,10.115.232.16,10.204.46.152,SG,malware_alert,blocked,Medium,laptop,0,10013,password,True
1983,2025-01-19 20:20:09,291,user358,10.184.10.142,10.166.188.164,UK,login_success,success,Medium,desktop,8749,2321,mfa,True
1984,2025-01-23 19:30:38,112,user135,155.204.55.73,10.97.126.245,CA,policy_violation,blocked,Medium,desktop,2405,0,mfa,False
1985,2025-01-29 23:06:04,100,user138,10.160.154.15,10.196.165.151,RU,file_access,success,Low,desktop,0,9415,mfa,True
1986,2025-01-01 04:53:36,78,user4,108.25.209.67,10.135.230.155,SG,vpn_login,success,Low,server,0,0,password,False
1987,2025-01-11 05:15:51,280,user311,155.46.192.88,10.102.28.185,CN,login_failure,failed,High,laptop,5621,3011,sso,False
1988,2025-01-07 07:44:37,250,user96,152.223.114.135,10.82.230.90,UK,file_access,success,Low,server,3292,12358,sso,False
1989,2025-01-26 01:54:53,32,user268,10.133.152.223,10.186.229.214,US,login_failure,failed,Low,laptop,812,5391,mfa,True
1990,2025-01-03 05:15:19,374,user16,10.108.152.225,10.221.5.191,IN,vpn_login,success,Medium,mobile,0,10025,password,True
1991,2025-01-29 02:43:07,409,user6,169.46.235.179,10.206.84.99,AU,malware_alert,blocked,Critical,desktop,1986,0,sso,False
1992,2025-01-15 19:29:25,189,user394,10.247.15.135,10.198.205.103,IN,malware_alert,blocked,High,laptop,264,121,sso,True
1993,2025-01-02 20:54:00,363,user385,123.207.139.252,10.130.232.2,CA,vpn_login,success,Medium,server,0,0,password,False
1994,2025-01-06 05:11:18,45,user107,193.3.146.113,10.251.188.79,RU,login_failure,failed,Low,desktop,969,17688,sso,False
1995,2025-01-21 14:12:07,396,user457,10.225.171.55,10.223.63.211,CN,login_failure,failed,Low,laptop,563,0,password,True
1996,2025-01-08 05:28:34,486,user63,10.139.177.136,10.105.211.144,BR,policy_violation,blocked,High,server,8663,0,sso,True
1997,2025-01-08 17:43:13,178,user190,49.136.152.148,10.181.147.62,BR,login_success,success,Low,server,582,5324,mfa,False
1998,2025-01-04 14:41:03,25,user217,10.179.156.229,10.45.67.193,IN,login_failure,failed,Low,desktop,2197,2985,mfa,True
1999,2025-01-27 17:44:15,89,user383,10.58.10.118,10.104.83.44,BR,policy_violation,blocked,High,server,0,15225,sso,True
2000,2025-01-06 22:42:01,319,user37,10.163.165.82,10.178.100.232,RU,vpn_login,success,Low,laptop,1372,7455,password,True
2001,2025-01-15 07:17:02,305,user498,70.131.152.167,10.105.136.66,DE,file_access,success,Medium,server,2853,4285,mfa,False
2002,2025-01-19 16:01:10,79,user190,143.123.217.44,10.20.174.86,DE,login_success,success,Low,server,2999,1258,sso,False
2003,2025-01-10 02:28:53,411,user488,10.28.157.137,10.51.120.180,CA,file_access,success,Low,desktop,0,13015,password,True
2004,2025-01-01 02:08:11,452,user128,10.39.223.205,10.242.210.59,UK,malware_alert,blocked,High,server,739,9263,password,True
2005,2025-01-18 15:32:23,204,user366,108.98.232.178,10.131.157.253,UK,login_failure,failed,Low,mobile,9819,9591,mfa,False
2006,2025-01-22 14:57:13,6,user312,103.146.167.68,10.216.115.100,IN,login_failure,failed,Low,laptop,0,0,sso,False
2007,2025-01-10 15:59:08,207,user44,10.48.42.197,10.180.168.209,RU,file_access,success,Medium,desktop,2963,8749,sso,True
2008,2025-01-15 12:51:05,52,user202,10.172.92.180,10.104.164.225,UK,vpn_login,success,Medium,laptop,4344,12974,password,True
2009,2025-01-04 01:47:42,258,user383,10.214.59.14,10.136.153.49,AU,login_success,success,Low,server,12994,1605,mfa,True
2010,2025-01-06 18:00:59,64,user311,10.202.144.137,10.57.89.179,SG,malware_alert,blocked,High,desktop,0,4078,mfa,True
2011,2025-01-19 21:15:58,12,user459,10.185.58.172,10.165.149.163,RU,login_failure,failed,Medium,laptop,99,0,password,True
2012,2025-01-28 04:38:34,161,user390,217.150.19.240,10.18.118.119,RU,login_failure,failed,Medium,laptop,0,0,sso,False
2013,2025-01-03 14:31:57,103,user358,10.180.74.117,10.22.194.20,BR,login_failure,failed,Medium,desktop,795,4456,sso,True
2014,2025-01-09 13:34:56,473,user300,58.167.196.103,10.175.92.48,DE,vpn_login,success,Low,server,5882,7869,password,False
2015,2025-01-28 08:34:08,175,user489,10.62.47.147,10.79.106.238,CN,login_failure,failed,Low,mobile,640,6932,password,True
2016,2025-01-07 12:47:50,190,user57,10.156.65.230,10.156.44.124,DE,file_access,success,Low,server,0,10653,sso,True
2017,2025-01-02 09:04:04,284,user491,220.12.53.122,10.90.72.73,BR,policy_violation,blocked,Medium,laptop,1851,6014,mfa,False
2018,2025-01-01 21:11:27,12,user68,121.11.61.160,10.194.183.148,UK,login_success,success,Low,desktop,118,0,mfa,False
2019,2025-01-23 10:41:12,61,user197,201.64.253.84,10.12.67.202,SG,vpn_login,success,Low,mobile,6806,0,mfa,False
2020,2025-01-15 09:58:24,83,user367,74.36.84.30,10.41.45.135,BR,malware_alert,blocked,Critical,mobile,0,11108,password,False
2021,2025-01-19 21:37:11,102,user346,10.197.56.124,10.231.226.191,RU,policy_violation,blocked,High,mobile,11543,9028,password,True
2022,2025-01-19 11:27:32,64,user178,168.8.194.50,10.241.215.110,AU,malware_alert,blocked,High,laptop,2912,4324,mfa,False
2023,2025-01-28 18:40:10,341,user451,10.158.105.17,10.228.132.152,DE,vpn_login,success,Low,desktop,0,0,sso,True
2024,2025-01-24 22:41:41,458,user487,54.92.229.172,10.12.237.227,SG,file_access,success,Medium,mobile,5290,15683,sso,False
2025,2025-01-08 21:23:37,319,user269,49.20.138.30,10.232.99.85,IN,policy_violation,blocked,Medium,server,202,0,mfa,False
2026,2025-01-05 14:50:06,451,user147,10.50.175.89,10.30.173.240,US,malware_alert,blocked,Medium,laptop,4036,6299,password,True
2027,2025-01-20 08:13:23,256,user440,10.155.231.230,10.65.123.150,AU,vpn_login,success,Medium,server,5063,5568,password,True
2028,2025-01-01 08:57:20,299,user90,10.254.184.190,10.206.244.232,DE,login_failure,failed,High,desktop,5730,0,sso,True
2029,2025-01-09 14:52:39,247,user370,213.84.111.247,10.140.36.166,UK,file_access,success,Low,server,6340,12834,sso,False
2030,2025-01-03 11:32:28,466,user285,10.123.157.206,10.145.100.78,UK,file_access,success,Medium,mobile,11300,0,password,True
2031,2025-01-06 22:54:52,191,user274,42.193.122.87,10.168.70.91,CN,policy_violation,blocked,High,mobile,0,10130,mfa,False
2032,2025-01-06 07:21:11,332,user352,209.89.171.78,10.215.111.232,AU,vpn_login,success,Low,desktop,5591,17789,password,False
2033,2025-01-07 13:51:07,476,user444,10.228.138.174,10.101.193.36,US,login_success,success,Medium,desktop,225,8097,sso,True
2034,2025-01-04 22:35:25,412,user447,10.162.21.213,10.139.86.122,SG,file_access,success,Low,mobile,0,10125,mfa,True
2035,2025-01-30 10:26:36,29,user409,10.30.64.219,10.112.165.164,UK,login_failure,failed,High,laptop,9732,6706,sso,True
2036,2025-01-04 12:20:43,305,user379,10.114.70.93,10.54.243.48,AU,policy_violation,blocked,Medium,laptop,1963,0,password,True
2037,2025-01-30 23:24:09,499,user245,10.79.127.253,10.218.202.76,CA,login_success,success,Low,laptop,0,0,mfa,True
2038,2025-01-07 12:54:34,332,user334,150.169.136.222,10.0.189.200,CA,login_failure,failed,Low,desktop,2538,0,password,False
2039,2025-01-09 19:36:46,72,user18,10.217.42.35,10.117.57.175,CN,file_access,success,Medium,laptop,0,5754,mfa,True
2040,2025-01-15 18:58:53,202,user93,15.29.24.32,10.68.189.55,AU,login_success,success,Low,desktop,924,8946,sso,False
2041,2025-01-11 11:58:38,158,user445,10.33.113.42,10.119.221.227,CN,malware_alert,blocked,Medium,server,8852,0,mfa,True
2042,2025-01-07 17:08:00,43,user191,34.254.236.22,10.23.247.179,DE,file_access,success,Low,laptop,5732,20266,password,False
2043,2025-01-20 12:48:49,42,user211,197.75.9.49,10.108.65.74,SG,vpn_login,success,Low,laptop,9026,1113,password,False
2044,2025-01-19 22:36:46,69,user128,10.173.79.158,10.164.96.90,SG,login_failure,failed,Low,desktop,7146,0,mfa,True
2045,2025-01-01 12:24:06,487,user490,10.226.237.177,10.22.49.47,SG,vpn_login,success,Low,desktop,0,8873,sso,True
2046,2025-01-07 14:51:57,248,user271,57.217.43.1,10.123.239.136,IN,policy_violation,blocked,High,server,0,458,password,False
2047,2025-01-30 00:17:21,193,user468,10.65.183.193,10.110.73.106,UK,login_success,success,Low,desktop,4634,3129,password,True
2048,2025-01-29 05:20:12,30,user475,67.177.43.16,10.4.94.16,DE,vpn_login,success,Medium,mobile,2688,0,mfa,False
2049,2025-01-17 22:05:21,87,user415,193.196.63.210,10.127.254.42,CA,malware_alert,blocked,Medium,mobile,0,168,mfa,False
2050,2025-01-03 19:37:13,291,user388,10.108.179.84,10.210.146.63,UK,policy_violation,blocked,Medium,server,0,350,mfa,True
2051,2025-01-13 23:24:25,251,user272,10.20.24.105,10.75.66.56,AU,vpn_login,success,Low,desktop,6343,636,password,True
2052,2025-01-16 11:29:41,43,user359,10.93.23.239,10.126.116.208,CN,vpn_login,success,Medium,desktop,11115,6087,password,True
2053,2025-01-18 01:37:29,17,user78,202.79.55.210,10.43.135.130,CA,vpn_login,success,Medium,laptop,0,13998,password,False
2054,2025-01-07 20:47:19,363,user244,133.238.32.253,10.181.134.157,UK,vpn_login,success,Low,desktop,2120,4632,password,False
2055,2025-01-01 10:54:22,496,user310,213.239.184.216,10.180.116.146,BR,malware_alert,blocked,High,server,4617,11000,password,False
2056,2025-01-09 06:44:49,130,user76,10.74.92.219,10.238.70.50,DE,login_success,success,Low,server,0,9854,password,True
2057,2025-01-12 16:56:40,419,user213,52.117.36.50,10.44.61.96,IN,login_failure,failed,Low,laptop,7800,19049,mfa,False
2058,2025-01-24 15:34:40,389,user144,10.116.61.19,10.71.31.17,BR,policy_violation,blocked,Medium,laptop,6275,0,mfa,True
2059,2025-01-06 05:08:55,446,user131,10.4.143.168,10.212.64.135,CN,policy_violation,blocked,Medium,laptop,0,6170,password,True
2060,2025-01-21 15:24:13,122,user429,10.152.152.236,10.90.44.178,RU,policy_violation,blocked,Medium,laptop,0,17037,mfa,True
2061,2025-01-13 19:36:35,295,user80,10.41.76.128,10.21.38.157,CA,file_access,success,Low,laptop,4279,8607,sso,True
2062,2025-01-27 07:44:23,158,user162,10.99.189.73,10.59.56.139,BR,vpn_login,success,Low,server,260,209,sso,True
2063,2025-01-07 19:51:46,193,user493,72.170.250.155,10.64.194.47,IN,file_access,success,Low,laptop,5816,0,sso,False
2064,2025-01-23 13:48:55,446,user124,10.92.190.129,10.216.60.100,SG,policy_violation,blocked,High,laptop,0,1980,mfa,True
2065,2025-01-12 04:32:28,325,user365,10.221.168.170,10.39.73.36,RU,vpn_login,success,Low,server,7924,3300,mfa,True
2066,2025-01-13 09:25:31,463,user242,48.65.174.213,10.123.227.198,AU,policy_violation,blocked,Medium,laptop,9789,13312,sso,False
2067,2025-01-29 23:47:09,295,user233,10.121.84.197,10.94.247.230,US,vpn_login,success,Low,laptop,8132,0,password,True
2068,2025-01-10 04:08:04,210,user399,10.115.83.62,10.170.249.211,IN,file_access,success,Medium,server,0,2948,password,True
2069,2025-01-10 22:35:31,54,user300,10.213.239.239,10.235.89.56,CN,policy_violation,blocked,High,server,8188,5607,sso,True
2070,2025-01-22 15:04:35,230,user223,10.46.190.35,10.227.244.155,UK,vpn_login,success,Low,mobile,3563,6397,sso,True
2071,2025-01-25 20:10:36,222,user92,218.101.202.124,10.4.131.253,UK,vpn_login,success,Low,server,3061,0,mfa,False
2072,2025-01-18 22:45:39,217,user484,10.83.224.113,10.239.163.178,AU,login_failure,failed,Medium,mobile,10621,0,password,True
2073,2025-01-18 02:50:12,414,user215,146.28.243.244,10.111.8.1,IN,login_success,success,Low,server,0,11801,sso,False
2074,2025-01-11 05:17:32,346,user76,10.47.190.237,10.146.26.157,US,policy_violation,blocked,High,server,6609,230,password,True
2075,2025-01-11 18:45:09,16,user54,160.7.2.192,10.237.162.104,BR,malware_alert,blocked,Medium,laptop,1580,0,sso,False
2076,2025-01-29 06:28:06,342,user329,49.62.65.31,10.202.170.110,IN,file_access,success,Low,server,0,28118,sso,False
2077,2025-01-07 08:10:19,478,user483,10.229.117.121,10.187.3.52,BR,file_access,success,Medium,mobile,0,2185,sso,True
2078,2025-01-22 15:41:18,136,user41,28.33.8.115,10.15.48.74,SG,login_failure,failed,Medium,desktop,7031,13578,password,False
2079,2025-01-26 05:27:46,278,user171,10.18.206.100,10.15.184.122,CN,login_success,success,Low,mobile,6957,10926,password,True
2080,2025-01-23 03:27:51,342,user103,87.222.233.253,10.90.181.254,UK,login_failure,failed,Medium,server,969,4579,mfa,False
2081,2025-01-18 02:30:10,68,user109,10.204.15.96,10.11.197.128,SG,file_access,success,Low,laptop,8703,8255,sso,True
2082,2025-01-14 03:44:53,295,user187,175.39.218.192,10.143.5.131,IN,vpn_login,success,Low,desktop,535,8796,sso,False
2083,2025-01-14 14:52:54,26,user100,41.248.204.184,10.166.93.175,SG,login_success,success,Low,desktop,0,0,sso,False
2084,2025-01-26 17:16:41,11,user127,10.100.204.203,10.189.7.244,CN,vpn_login,success,Low,server,0,1526,sso,True
2085,2025-01-15 09:54:47,112,user466,103.56.108.119,10.214.204.241,IN,login_success,success,Low,server,5509,8644,password,False
2086,2025-01-28 20:49:44,440,user370,75.234.0.217,10.38.129.5,CA,file_access,success,Low,mobile,0,0,mfa,False
2087,2025-01-17 22:42:03,46,user160,10.199.80.32,10.127.151.141,UK,file_access,success,Low,server,0,14036,mfa,True
2088,2025-01-07 05:38:08,162,user253,10.131.151.14,10.22.66.32,CA,malware_alert,blocked,High,server,7309,16299,sso,True
2089,2025-01-13 03:31:48,479,user67,10.16.85.153,10.59.45.192,IN,login_failure,failed,Medium,desktop,0,9456,sso,True
2090,2025-01-20 13:21:17,11,user381,10.174.112.95,10.198.196.112,DE,policy_violation,blocked,High,mobile,5317,4246,password,True
2091,2025-01-19 19:35:02,3,user450,202.187.67.193,10.15.66.239,SG,policy_violation,blocked,High,laptop,0,0,password,False
2092,2025-01-17 09:07:21,205,user416,190.146.128.26,10.70.246.170,UK,malware_alert,blocked,High,mobile,13330,17143,mfa,False
2093,2025-01-22 01:12:04,495,user94,10.107.92.88,10.215.81.175,AU,malware_alert,blocked,Medium,laptop,0,3913,mfa,True
2094,2025-01-17 03:34:36,57,user138,10.245.149.147,10.200.91.135,US,policy_violation,blocked,Medium,desktop,2660,0,sso,True
2095,2025-01-05 03:10:55,61,user412,102.146.145.176,10.14.0.20,SG,vpn_login,success,Low,desktop,11235,12895,sso,False
2096,2025-01-20 08:09:17,455,user221,10.53.87.64,10.103.254.110,BR,malware_alert,blocked,Medium,laptop,7831,13582,password,True
2097,2025-01-03 07:01:26,147,user312,104.52.198.233,10.167.113.147,CN,login_failure,failed,Low,server,5206,17619,password,False
2098,2025-01-22 10:50:03,96,user208,222.128.183.122,10.31.76.109,UK,policy_violation,blocked,Medium,desktop,8087,0,mfa,False
2099,2025-01-18 22:53:49,412,user104,10.158.73.29,10.177.227.108,DE,vpn_login,success,Low,server,0,0,password,True
2100,2025-01-12 12:56:46,424,user125,10.36.125.132,10.138.117.103,CN,login_success,success,Low,server,0,18113,sso,True
2101,2025-01-29 15:06:03,369,user199,10.63.93.68,10.164.83.203,US,login_success,success,Low,mobile,8867,4829,mfa,True
2102,2025-01-19 09:00:05,357,user147,10.126.233.118,10.122.117.13,DE,vpn_login,success,Low,server,6395,0,mfa,True
2103,2025-01-16 04:09:46,160,user124,10.155.235.216,10.67.162.68,CN,file_access,success,Medium,laptop,3337,707,mfa,True
2104,2025-01-13 03:33:56,231,user303,10.228.242.84,10.56.219.97,RU,policy_violation,blocked,Medium,server,0,2343,password,True
2105,2025-01-20 11:27:40,144,user117,19.18.64.109,10.155.15.187,SG,malware_alert,blocked,Critical,mobile,9497,10002,mfa,False
2106,2025-01-01 15:49:48,338,user157,133.172.136.82,10.19.197.32,UK,malware_alert,blocked,Critical,server,5202,17004,mfa,False
2107,2025-01-08 22:27:56,288,user114,88.67.251.59,10.205.243.195,BR,malware_alert,blocked,Critical,server,4280,0,sso,False
2108,2025-01-04 22:50:50,326,user412,216.179.201.70,10.232.45.180,SG,file_access,success,Medium,laptop,6228,7599,sso,False
2109,2025-01-09 19:46:24,190,user216,86.141.135.155,10.139.108.199,AU,login_failure,failed,High,server,8687,6416,mfa,False
2110,2025-01-14 03:14:06,11,user304,10.22.100.176,10.192.225.154,AU,login_success,success,Low,mobile,9783,0,password,True
2111,2025-01-30 21:50:55,436,user374,152.178.106.14,10.60.196.237,RU,login_success,success,Medium,mobile,0,0,sso,False
2112,2025-01-09 19:14:01,195,user44,167.206.237.189,10.110.37.238,RU,login_failure,failed,High,laptop,1495,6780,sso,False
2113,2025-01-21 21:12:22,295,user180,10.237.158.61,10.77.197.4,IN,malware_alert,blocked,Medium,mobile,1966,7204,mfa,True
2114,2025-01-27 22:03:29,298,user111,149.14.217.144,10.108.45.193,UK,file_access,success,Low,laptop,0,3606,password,False
2115,2025-01-18 23:25:03,127,user382,10.128.212.252,10.42.209.143,DE,login_failure,failed,High,laptop,1031,0,password,True
2116,2025-01-13 17:17:59,78,user269,223.79.104.219,10.63.24.107,SG,policy_violation,blocked,High,server,11854,10146,password,False
2117,2025-01-08 18:53:46,213,user352,40.219.30.158,10.113.34.69,CA,malware_alert,blocked,Medium,laptop,1620,4390,mfa,False
2118,2025-01-09 07:20:20,241,user320,10.218.81.225,10.230.76.186,CN,vpn_login,success,Low,desktop,10703,8486,mfa,True
2119,2025-01-11 18:36:03,493,user225,38.9.119.45,10.194.39.165,US,malware_alert,blocked,Medium,server,5868,8745,password,False
2120,2025-01-14 14:29:02,389,user3,10.208.209.220,10.203.26.78,UK,vpn_login,success,Low,server,8077,4049,sso,True
2121,2025-01-30 05:05:40,388,user440,10.181.23.84,10.47.2.251,DE,login_failure,failed,Medium,laptop,0,7426,mfa,True
2122,2025-01-20 10:36:10,347,user437,133.20.59.53,10.221.166.251,RU,vpn_login,success,Low,mobile,2137,0,password,False
2123,2025-01-01 20:04:41,480,user72,206.156.235.210,10.58.234.200,RU,policy_violation,blocked,High,laptop,0,7894,password,False
2124,2025-01-30 03:04:27,142,user405,10.161.226.253,10.120.93.192,CA,policy_violation,blocked,Medium,desktop,0,1883,mfa,True
2125,2025-01-24 05:08:34,31,user419,126.223.144.234,10.25.67.7,US,malware_alert,blocked,Medium,server,7896,8185,mfa,False
2126,2025-01-21 02:30:23,51,user110,33.11.128.81,10.237.237.174,CA,malware_alert,blocked,High,server,0,3776,mfa,False
2127,2025-01-14 17:24:03,51,user310,133.27.104.72,10.171.35.31,DE,file_access,success,Low,server,978,691,mfa,False
2128,2025-01-18 05:36:12,411,user462,215.53.110.160,10.15.66.135,BR,vpn_login,success,Low,mobile,0,0,password,False
2129,2025-01-15 09:07:28,230,user391,10.152.37.112,10.180.78.51,RU,vpn_login,success,Medium,server,3713,13491,password,True
2130,2025-01-04 06:06:37,273,user480,10.172.230.156,10.217.132.221,UK,login_success,success,Low,server,4789,0,sso,True
2131,2025-01-25 13:08:31,452,user282,10.222.108.248,10.78.120.181,SG,login_failure,failed,Medium,mobile,0,16306,sso,True
2132,2025-01-28 13:30:11,197,user414,10.201.76.237,10.221.184.240,SG,login_success,success,Low,server,7064,2150,sso,True
2133,2025-01-01 22:58:30,320,user494,10.136.81.156,10.41.211.51,CN,policy_violation,blocked,Medium,server,0,2887,password,True
2134,2025-01-27 06:30:32,115,user132,10.165.39.211,10.134.124.169,DE,vpn_login,success,Low,server,7234,0,password,True
2135,2025-01-14 00:22:45,249,user423,10.92.208.104,10.58.94.14,IN,malware_alert,blocked,Critical,laptop,260,3690,mfa,True
2136,2025-01-12 10:03:43,241,user228,19.99.141.67,10.221.232.46,RU,vpn_login,success,Medium,mobile,0,11900,sso,False
2137,2025-01-11 22:57:02,144,user344,10.19.43.253,10.142.81.56,DE,policy_violation,blocked,High,mobile,6539,2024,sso,True
2138,2025-01-12 01:19:40,410,user312,52.144.3.115,10.102.141.245,IN,malware_alert,blocked,Critical,server,3778,8587,password,False
2139,2025-01-03 17:33:43,243,user296,68.230.69.87,10.104.253.254,CN,vpn_login,success,Low,mobile,6668,0,sso,False
2140,2025-01-09 14:57:46,304,user194,10.117.244.70,10.233.130.218,CN,malware_alert,blocked,Medium,server,0,0,sso,True
2141,2025-01-18 17:38:49,451,user151,10.187.89.245,10.127.178.160,RU,file_access,success,Low,laptop,3881,5013,mfa,True
2142,2025-01-28 12:11:19,454,user94,10.197.239.68,10.19.247.232,CN,policy_violation,blocked,Medium,mobile,1909,10937,mfa,True
2143,2025-01-14 11:59:05,443,user67,10.192.180.209,10.19.145.172,IN,login_failure,failed,Low,laptop,0,6902,password,True
2144,2025-01-20 19:08:57,48,user37,51.39.208.25,10.38.88.175,DE,login_success,success,Low,server,4162,0,mfa,False
2145,2025-01-29 06:35:25,122,user226,10.37.88.162,10.32.4.107,UK,login_failure,failed,High,laptop,0,0,sso,True
2146,2025-01-03 15:01:55,366,user406,10.171.246.105,10.194.84.224,IN,login_failure,failed,Low,desktop,4767,3536,sso,True
2147,2025-01-17 17:48:33,87,user15,183.177.125.112,10.201.98.180,IN,vpn_login,success,Medium,desktop,0,10519,sso,False
2148,2025-01-10 16:38:52,275,user462,10.140.21.94,10.138.228.3,CA,login_failure,failed,Medium,mobile,0,7940,mfa,True
2149,2025-01-15 12:27:21,168,user303,10.159.61.112,10.128.44.41,BR,malware_alert,blocked,Critical,server,4327,13529,mfa,True
2150,2025-01-23 05:21:49,113,user155,10.151.38.159,10.25.191.92,BR,policy_violation,blocked,High,desktop,3336,0,password,True
2151,2025-01-11 02:57:01,39,user87,10.153.175.205,10.78.39.163,DE,vpn_login,success,Medium,server,12910,23093,password,True
2152,2025-01-30 14:43:48,338,user470,10.227.168.11,10.11.191.18,CA,file_access,success,Low,desktop,0,1483,password,True
2153,2025-01-09 23:58:08,54,user115,10.156.12.220,10.59.146.29,BR,file_access,success,Medium,laptop,6387,8969,sso,True
2154,2025-01-28 04:38:46,460,user353,10.84.240.3,10.29.162.110,BR,login_failure,failed,Low,mobile,4209,4255,mfa,True
2155,2025-01-12 20:02:38,373,user474,138.75.248.36,10.70.60.68,BR,vpn_login,success,Medium,desktop,4645,0,password,False
2156,2025-01-25 00:18:02,366,user214,83.43.222.76,10.184.202.193,CN,login_failure,failed,Medium,mobile,3068,0,password,False
2157,2025-01-10 10:01:45,15,user106,10.201.70.154,10.3.156.27,RU,login_failure,failed,Low,mobile,4095,5135,password,True
2158,2025-01-01 10:38:58,484,user403,10.252.148.42,10.218.229.33,RU,file_access,success,Medium,desktop,0,133,password,True
2159,2025-01-11 05:30:15,355,user192,10.204.38.86,10.80.15.228,SG,login_failure,failed,High,laptop,4506,11097,sso,True
2160,2025-01-26 23:15:33,131,user398,10.120.109.86,10.170.42.11,US,file_access,success,Low,laptop,0,0,mfa,True
2161,2025-01-05 14:54:57,389,user360,10.105.175.169,10.97.9.54,IN,login_failure,failed,Low,desktop,2687,2254,mfa,True
2162,2025-01-06 15:17:24,84,user228,120.151.34.12,10.30.110.66,AU,file_access,success,Low,laptop,674,4125,sso,False
2163,2025-01-01 12:43:11,316,user412,25.74.212.234,10.162.240.111,DE,policy_violation,blocked,Medium,laptop,1647,17075,password,False
2164,2025-01-11 23:40:39,47,user259,10.97.0.38,10.235.7.160,US,malware_alert,blocked,Critical,server,1401,3527,password,True
2165,2025-01-25 03:45:08,185,user78,10.220.204.24,10.173.0.165,IN,file_access,success,Low,mobile,9923,3690,mfa,True
2166,2025-01-27 00:17:31,122,user386,10.2.239.12,10.211.103.102,AU,vpn_login,success,Low,desktop,6932,10556,password,True
2167,2025-01-30 08:56:38,348,user295,10.45.89.168,10.196.87.138,US,login_failure,failed,Medium,desktop,4345,2537,password,True
2168,2025-01-16 15:18:16,119,user372,10.133.127.121,10.3.104.247,IN,policy_violation,blocked,High,server,8514,10361,mfa,True
2169,2025-01-12 21:24:25,321,user143,10.29.247.95,10.40.191.151,RU,login_success,success,Low,mobile,0,15295,mfa,True
2170,2025-01-09 01:00:08,40,user131,10.24.53.179,10.74.219.143,CN,policy_violation,blocked,Medium,server,0,222,password,True
2171,2025-01-16 05:28:26,266,user71,10.227.44.183,10.225.85.152,DE,file_access,success,Low,desktop,0,0,mfa,True
2172,2025-01-04 17:50:30,25,user486,10.109.64.70,10.229.246.130,SG,login_success,success,Low,laptop,4327,13695,sso,True
2173,2025-01-26 09:33:53,174,user414,10.159.232.58,10.58.10.226,RU,vpn_login,success,Low,desktop,0,10675,password,True
2174,2025-01-28 06:28:46,69,user314,52.181.224.79,10.56.110.173,CA,login_success,success,Low,mobile,2318,6972,sso,False
2175,2025-01-04 16:17:41,49,user286,74.166.220.23,10.160.76.123,RU,login_success,success,Low,laptop,0,1233,password,False
2176,2025-01-07 19:43:03,199,user299,114.145.191.175,10.134.242.250,UK,login_success,success,Low,laptop,0,5328,mfa,False
2177,2025-01-16 10:49:00,494,user76,10.53.74.46,10.103.203.89,IN,file_access,success,Low,laptop,0,7972,mfa,True
2178,2025-01-14 13:10:40,476,user116,10.167.20.219,10.228.78.30,UK,policy_violation,blocked,High,mobile,10160,0,mfa,True
2179,2025-01-12 08:53:09,282,user149,10.24.7.136,10.151.142.50,US,login_failure,failed,High,desktop,0,9188,mfa,True
2180,2025-01-03 15:56:55,393,user314,10.32.252.13,10.250.2.147,RU,login_success,success,Low,mobile,0,1678,sso,True
2181,2025-01-18 03:00:34,95,user280,192.190.170.121,10.33.229.178,SG,login_success,success,Low,desktop,8185,6436,sso,False
2182,2025-01-06 22:37:04,167,user95,10.133.168.19,10.207.97.71,AU,policy_violation,blocked,Medium,mobile,0,5360,sso,True
2183,2025-01-09 23:14:20,322,user66,10.10.17.148,10.244.89.196,UK,login_success,success,Medium,server,0,6324,password,True
2184,2025-01-25 10:01:35,17,user498,10.32.251.160,10.185.136.67,UK,vpn_login,success,Low,server,0,0,mfa,True
2185,2025-01-02 20:52:34,203,user17,214.36.212.20,10.210.34.67,AU,malware_alert,blocked,Critical,mobile,0,0,sso,False
2186,2025-01-09 20:42:17,330,user301,10.245.70.253,10.173.193.137,UK,login_success,success,Low,server,3358,0,mfa,True
2187,2025-01-01 02:49:41,194,user17,32.232.119.108,10.213.191.4,US,login_success,success,Low,server,12306,0,sso,False
2188,2025-01-19 19:42:55,354,user205,10.6.252.221,10.192.110.46,DE,file_access,success,Medium,desktop,0,0,mfa,True
2189,2025-01-07 20:22:54,112,user213,54.219.134.184,10.200.147.167,IN,login_failure,failed,High,laptop,0,10426,sso,False
2190,2025-01-08 12:37:24,461,user497,82.8.120.236,10.55.155.25,DE,login_success,success,Medium,mobile,0,3942,sso,False
2191,2025-01-04 07:45:18,12,user246,73.203.248.189,10.90.157.56,IN,login_success,success,Low,desktop,5510,5732,sso,False
2192,2025-01-05 10:34:57,335,user128,10.31.124.4,10.83.77.239,SG,login_failure,failed,Medium,laptop,0,4548,sso,True
